,time,wat,data
57689,1079.2451,DATA ,RatingScale ref_att_scale1: (key response) rating=3
57690,1079.2452,DATA ,RatingScale ref_att_scale1: rating RT=5.807
57691,1079.2452,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (3, 4.807), (3, 5.807)]"
57693,1079.2605,EXP ,"New trial (rep=0, index=12): {'questionone': u'Refugees are no better or worse than other people'}"
57694,1079.3016,EXP ,RatingScale ref_att_scale1: reset()
57701,1079.3093,EXP ,ref_att_inst1: autoDraw = False
57702,1079.3093,EXP ,ref_att_quest1: autoDraw = False
57703,1079.3093,EXP ,ref_att_scale1: autoDraw = False
57704,1079.3093,EXP ,ref_att_quest1: text = u'Refugees are no better or worse than other people'
57705,1079.3093,EXP ,ref_att_inst1: autoDraw = True
57706,1079.3093,EXP ,ref_att_quest1: autoDraw = True
57707,1079.3093,EXP ,ref_att_scale1: autoDraw = True
59682,1084.7905,DATA ,Keypress: 4
59790,1085.0755,DATA ,Keypress: return
59791,1085.0756,DATA ,RatingScale ref_att_scale1: (key response) rating=4
59792,1085.0757,DATA ,RatingScale ref_att_scale1: rating RT=5.773
59793,1085.0757,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (4, 5.49), (4, 5.773)]"
59795,1085.0907,EXP ,"New trial (rep=0, index=13): {'questionone': u'You have to be constantly on your guard with refugees'}"
59796,1085.1361,EXP ,RatingScale ref_att_scale1: reset()
59803,1085.1434,EXP ,ref_att_inst1: autoDraw = False
59804,1085.1434,EXP ,ref_att_quest1: autoDraw = False
59805,1085.1434,EXP ,ref_att_scale1: autoDraw = False
59806,1085.1434,EXP ,ref_att_quest1: text = u'You have to be constantly on your guard with refugees'
59807,1085.1434,EXP ,ref_att_inst1: autoDraw = True
59808,1085.1434,EXP ,ref_att_quest1: autoDraw = True
59809,1085.1434,EXP ,ref_att_scale1: autoDraw = True
62120,1091.5541,DATA ,Keypress: 2
62235,1091.8707,DATA ,Keypress: return
62241,1091.8725,DATA ,RatingScale ref_att_scale1: (key response) rating=2
62242,1091.8725,DATA ,RatingScale ref_att_scale1: rating RT=6.736
62243,1091.8726,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (2, 6.419), (2, 6.736)]"
62245,1091.8877,EXP ,"New trial (rep=0, index=14): {'questionone': u'In general refugees think and act alike'}"
62246,1091.9228,EXP ,RatingScale ref_att_scale1: reset()
62253,1091.9304,EXP ,ref_att_inst1: autoDraw = False
62254,1091.9304,EXP ,ref_att_quest1: autoDraw = False
62255,1091.9304,EXP ,ref_att_scale1: autoDraw = False
62256,1091.9304,EXP ,ref_att_quest1: text = u'In general refugees think and act alike'
62257,1091.9304,EXP ,ref_att_inst1: autoDraw = True
62258,1091.9304,EXP ,ref_att_quest1: autoDraw = True
62259,1091.9304,EXP ,ref_att_scale1: autoDraw = True
64966,1099.4507,DATA ,Keypress: 2
66107,1102.6158,DATA ,Keypress: 3
66330,1103.2322,DATA ,Keypress: return
66336,1103.2339,DATA ,RatingScale ref_att_scale1: (key response) rating=3
66337,1103.2339,DATA ,RatingScale ref_att_scale1: rating RT=11.311
66338,1103.234,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (2, 7.529), (3, 10.694), (3, 11.311)]"
66340,1103.249,EXP ,"New trial (rep=0, index=15): {'questionone': u'If you give a refugee your respect they will give you the same'}"
66341,1103.3001,EXP ,RatingScale ref_att_scale1: reset()
66348,1103.3074,EXP ,ref_att_inst1: autoDraw = False
66349,1103.3074,EXP ,ref_att_quest1: autoDraw = False
66350,1103.3074,EXP ,ref_att_scale1: autoDraw = False
66351,1103.3074,EXP ,ref_att_quest1: text = u'If you give a refugee your respect they will give you the same'
66352,1103.3074,EXP ,ref_att_inst1: autoDraw = True
66353,1103.3074,EXP ,ref_att_quest1: autoDraw = True
66354,1103.3074,EXP ,ref_att_scale1: autoDraw = True
68641,1109.6626,DATA ,Keypress: 4
68798,1110.0959,DATA ,Keypress: return
68804,1110.0977,DATA ,RatingScale ref_att_scale1: (key response) rating=4
68805,1110.0978,DATA ,RatingScale ref_att_scale1: rating RT=6.797
68806,1110.0978,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (4, 6.363), (4, 6.797)]"
68808,1110.1129,EXP ,"New trial (rep=0, index=16): {'questionone': u'Refugees have feelings like the rest of us'}"
68809,1110.1507,EXP ,RatingScale ref_att_scale1: reset()
68816,1110.1581,EXP ,ref_att_inst1: autoDraw = False
68817,1110.1581,EXP ,ref_att_quest1: autoDraw = False
68818,1110.1581,EXP ,ref_att_scale1: autoDraw = False
68819,1110.1581,EXP ,ref_att_quest1: text = u'Refugees have feelings like the rest of us'
68820,1110.1581,EXP ,ref_att_inst1: autoDraw = True
68821,1110.1581,EXP ,ref_att_quest1: autoDraw = True
68822,1110.1581,EXP ,ref_att_scale1: autoDraw = True
69771,1112.7944,DATA ,Keypress: 5
69910,1113.1778,DATA ,Keypress: return
69916,1113.1797,DATA ,RatingScale ref_att_scale1: (key response) rating=5
69917,1113.1797,DATA ,RatingScale ref_att_scale1: rating RT=3.028
69918,1113.1797,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (5, 2.644), (5, 3.028)]"
69920,1113.196,EXP ,"Imported PIQ22.csv as conditions, 12 conditions, 1 params"
69921,1113.1963,EXP ,"Created sequence: sequential, trialTypes=12, nReps=1, seed=None"
69922,1113.1965,EXP ,"New trial (rep=0, index=0): {'QSTTWO': u'Refugees only think about themselves'}"
69923,1113.223,EXP ,RatingScale ref_att_scale2: reset()
69930,1113.2402,EXP ,ref_att_inst1: autoDraw = False
69931,1113.2402,EXP ,ref_att_quest1: autoDraw = False
69932,1113.2402,EXP ,ref_att_scale1: autoDraw = False
69933,1113.2402,EXP ,ref_att_quest2: text = u'Refugees only think about themselves'
69934,1113.2402,EXP ,ref_att_inst2: autoDraw = True
69935,1113.2402,EXP ,ref_att_quest2: autoDraw = True
69936,1113.2402,EXP ,ref_att_scale2: autoDraw = True
71269,1117.0257,DATA ,Keypress: 3
71384,1117.3426,DATA ,Keypress: return
71390,1117.3444,DATA ,RatingScale ref_att_scale2: (key response) rating=3
71391,1117.3445,DATA ,RatingScale ref_att_scale2: rating RT=4.121
71392,1117.3445,DATA ,"RatingScale ref_att_scale2: history=[(None, 0.0), (3, 3.803), (3, 4.121)]"
71394,1117.3599,EXP ,"New trial (rep=0, index=1): {'QSTTWO': u'Most refugees are too lazy to earn an honest living'}"
71395,1117.407,EXP ,RatingScale ref_att_scale2: reset()
71402,1117.4143,EXP ,ref_att_inst2: autoDraw = False
71403,1117.4143,EXP ,ref_att_quest2: autoDraw = False
71404,1117.4143,EXP ,ref_att_scale2: autoDraw = False
71405,1117.4143,EXP ,ref_att_quest2: text = u'Most refugees are too lazy to earn an honest living'
71406,1117.4143,EXP ,ref_att_inst2: autoDraw = True
71407,1117.4143,EXP ,ref_att_quest2: autoDraw = True
71408,1117.4143,EXP ,ref_att_scale2: autoDraw = True
72591,1120.6907,DATA ,Keypress: 3
73546,1123.3397,DATA ,Keypress: 2
73709,1123.7896,DATA ,Keypress: return
73715,1123.7913,DATA ,RatingScale ref_att_scale2: (key response) rating=2
73716,1123.7913,DATA ,RatingScale ref_att_scale2: rating RT=6.384
73717,1123.7913,DATA ,"RatingScale ref_att_scale2: history=[(None, 0.0), (3, 3.284), (2, 5.934), (2, 6.384)]"
73719,1123.8065,EXP ,"New trial (rep=0, index=2): {'QSTTWO': u'I would not mind living next-door to a refugee'}"
73720,1123.8502,EXP ,RatingScale ref_att_scale2: reset()
73727,1123.8575,EXP ,ref_att_inst2: autoDraw = False
73728,1123.8575,EXP ,ref_att_quest2: autoDraw = False
73729,1123.8575,EXP ,ref_att_scale2: autoDraw = False
73730,1123.8575,EXP ,ref_att_quest2: text = u'I would not mind living next-door to a refugee'
73731,1123.8575,EXP ,ref_att_inst2: autoDraw = True
73732,1123.8575,EXP ,ref_att_quest2: autoDraw = True
73733,1123.8575,EXP ,ref_att_scale2: autoDraw = True
75258,1128.0873,DATA ,Keypress: 4
75787,1129.5534,DATA ,Keypress: return
75793,1129.5551,DATA ,RatingScale ref_att_scale2: (key response) rating=4
75794,1129.5551,DATA ,RatingScale ref_att_scale2: rating RT=5.704
75795,1129.5551,DATA ,"RatingScale ref_att_scale2: history=[(None, 0.0), (4, 4.238), (4, 5.704)]"
75797,1129.5703,EXP ,"New trial (rep=0, index=3): {'QSTTWO': u'Refugees are just plain mean at heart'}"
75798,1129.6047,EXP ,RatingScale ref_att_scale2: reset()
75805,1129.6143,EXP ,ref_att_inst2: autoDraw = False
75806,1129.6143,EXP ,ref_att_quest2: autoDraw = False
75807,1129.6143,EXP ,ref_att_scale2: autoDraw = False
75808,1129.6143,EXP ,ref_att_quest2: text = u'Refugees are just plain mean at heart'
75809,1129.6143,EXP ,ref_att_inst2: autoDraw = True
75810,1129.6143,EXP ,ref_att_quest2: autoDraw = True
75811,1129.6143,EXP ,ref_att_scale2: autoDraw = True
77822,1135.201,DATA ,Keypress: 2
77943,1135.5342,DATA ,Keypress: return
77949,1135.5361,DATA ,RatingScale ref_att_scale2: (key response) rating=2
77950,1135.5361,DATA ,RatingScale ref_att_scale2: rating RT=5.931
77951,1135.5362,DATA ,"RatingScale ref_att_scale2: history=[(None, 0.0), (2, 5.597), (2, 5.931)]"
77953,1135.5513,EXP ,"New trial (rep=0, index=4): {'QSTTWO': u'Refugees are always trying to get something out of somebody'}"
77954,1135.5988,EXP ,RatingScale ref_att_scale2: reset()
77961,1135.606,EXP ,ref_att_inst2: autoDraw = False
77962,1135.606,EXP ,ref_att_quest2: autoDraw = False
77963,1135.606,EXP ,ref_att_scale2: autoDraw = False
77964,1135.606,EXP ,ref_att_quest2: text = u'Refugees are always trying to get something out of somebody'
77965,1135.606,EXP ,ref_att_inst2: autoDraw = True
77966,1135.606,EXP ,ref_att_quest2: autoDraw = True
77967,1135.606,EXP ,ref_att_scale2: autoDraw = True
79390,1139.549,DATA ,Keypress: 2
79583,1140.0819,DATA ,Keypress: return
79589,1140.0836,DATA ,RatingScale ref_att_scale2: (key response) rating=2
79590,1140.0836,DATA ,RatingScale ref_att_scale2: rating RT=4.484
79591,1140.0836,DATA ,"RatingScale ref_att_scale2: history=[(None, 0.0), (2, 3.951), (2, 4.484)]"
79593,1140.0989,EXP ,"New trial (rep=0, index=5): {'QSTTWO': u'I would never want one of my children dating a refugee'}"
79594,1140.1467,EXP ,RatingScale ref_att_scale2: reset()
79601,1140.1544,EXP ,ref_att_inst2: autoDraw = False
79602,1140.1544,EXP ,ref_att_quest2: autoDraw = False
79603,1140.1544,EXP ,ref_att_scale2: autoDraw = False
79604,1140.1544,EXP ,ref_att_quest2: text = u'I would never want one of my children dating a refugee'
79605,1140.1544,EXP ,ref_att_inst2: autoDraw = True
79606,1140.1544,EXP ,ref_att_quest2: autoDraw = True
79607,1140.1544,EXP ,ref_att_scale2: autoDraw = True
81432,1145.2136,DATA ,Keypress: 2
81565,1145.5797,DATA ,Keypress: return
81571,1145.5816,DATA ,RatingScale ref_att_scale2: (key response) rating=2
81572,1145.5816,DATA ,RatingScale ref_att_scale2: rating RT=5.434
81573,1145.5817,DATA ,"RatingScale ref_att_scale2: history=[(None, 0.0), (2, 5.069), (2, 5.434)]"
81575,1145.5964,EXP ,"New trial (rep=0, index=6): {'QSTTWO': u'Most refugees have the capacity for love'}"
81576,1145.6356,EXP ,RatingScale ref_att_scale2: reset()
81583,1145.643,EXP ,ref_att_inst2: autoDraw = False
81584,1145.643,EXP ,ref_att_quest2: autoDraw = False
81585,1145.643,EXP ,ref_att_scale2: autoDraw = False
81586,1145.643,EXP ,ref_att_quest2: text = u'Most refugees have the capacity for love'
81587,1145.643,EXP ,ref_att_inst2: autoDraw = True
81588,1145.643,EXP ,ref_att_quest2: autoDraw = True
81589,1145.643,EXP ,ref_att_scale2: autoDraw = True
82964,1149.461,DATA ,Keypress: 4
83127,1149.9109,DATA ,Keypress: return
83133,1149.9129,DATA ,RatingScale ref_att_scale2: (key response) rating=4
83134,1149.9129,DATA ,RatingScale ref_att_scale2: rating RT=4.277
83135,1149.913,DATA ,"RatingScale ref_att_scale2: history=[(None, 0.0), (4, 3.826), (4, 4.277)]"
83137,1149.928,EXP ,"New trial (rep=0, index=7): {'QSTTWO': u'Refugees are just plain immoral'}"
83138,1149.9588,EXP ,RatingScale ref_att_scale2: reset()
83145,1149.9666,EXP ,ref_att_inst2: autoDraw = False
83146,1149.9666,EXP ,ref_att_quest2: autoDraw = False
83147,1149.9666,EXP ,ref_att_scale2: autoDraw = False
83148,1149.9666,EXP ,ref_att_quest2: text = u'Refugees are just plain immoral'
83149,1149.9666,EXP ,ref_att_inst2: autoDraw = True
83150,1149.9666,EXP ,ref_att_quest2: autoDraw = True
83151,1149.9666,EXP ,ref_att_scale2: autoDraw = True
85198,1155.6416,DATA ,Keypress: 2
85349,1156.0437,DATA ,Keypress: return
85355,1156.0598,DATA ,RatingScale ref_att_scale2: (key response) rating=2
85356,1156.0599,DATA ,RatingScale ref_att_scale2: rating RT=6.101
85357,1156.0599,DATA ,"RatingScale ref_att_scale2: history=[(None, 0.0), (2, 5.684), (2, 6.101)]"
85359,1156.0753,EXP ,"New trial (rep=0, index=8): {'QSTTWO': u'Refugees should be under strict close observation'}"
85360,1156.1207,EXP ,RatingScale ref_att_scale2: reset()
85367,1156.1281,EXP ,ref_att_inst2: autoDraw = False
85368,1156.1281,EXP ,ref_att_quest2: autoDraw = False
85369,1156.1281,EXP ,ref_att_scale2: autoDraw = False
85370,1156.1281,EXP ,ref_att_quest2: text = u'Refugees should be under strict close observation'
85371,1156.1281,EXP ,ref_att_inst2: autoDraw = True
85372,1156.1281,EXP ,ref_att_quest2: autoDraw = True
85373,1156.1281,EXP ,ref_att_scale2: autoDraw = True
87924,1163.205,DATA ,Keypress: 3
88867,1165.8205,DATA ,Keypress: return
88873,1165.8222,DATA ,RatingScale ref_att_scale2: (key response) rating=3
88874,1165.8222,DATA ,RatingScale ref_att_scale2: rating RT=9.701
88875,1165.8222,DATA ,"RatingScale ref_att_scale2: history=[(None, 0.0), (3, 7.085), (3, 9.701)]"
88877,1165.8385,EXP ,"New trial (rep=0, index=9): {'QSTTWO': u'In general refugees are basically bad people'}"
88878,1165.8795,EXP ,RatingScale ref_att_scale2: reset()
88885,1165.8877,EXP ,ref_att_inst2: autoDraw = False
88886,1165.8877,EXP ,ref_att_quest2: autoDraw = False
88887,1165.8877,EXP ,ref_att_scale2: autoDraw = False
88888,1165.8877,EXP ,ref_att_quest2: text = u'In general refugees are basically bad people'
88889,1165.8877,EXP ,ref_att_inst2: autoDraw = True
88890,1165.8877,EXP ,ref_att_quest2: autoDraw = True
88891,1165.8877,EXP ,ref_att_scale2: autoDraw = True
90926,1171.5345,DATA ,Keypress: 1
91178,1172.2195,DATA ,Keypress: return
91179,1172.2196,DATA ,RatingScale ref_att_scale2: (key response) rating=1
91180,1172.2196,DATA ,RatingScale ref_att_scale2: rating RT=6.339
91181,1172.2197,DATA ,"RatingScale ref_att_scale2: history=[(None, 0.0), (1, 5.655), (1, 6.339)]"
91183,1172.2348,EXP ,"New trial (rep=0, index=10): {'QSTTWO': u'Most refugees can be integrated in new societies'}"
91184,1172.2771,EXP ,RatingScale ref_att_scale2: reset()
91191,1172.2847,EXP ,ref_att_inst2: autoDraw = False
91192,1172.2847,EXP ,ref_att_quest2: autoDraw = False
91193,1172.2847,EXP ,ref_att_scale2: autoDraw = False
91194,1172.2847,EXP ,ref_att_quest2: text = u'Most refugees can be integrated in new societies'
91195,1172.2847,EXP ,ref_att_inst2: autoDraw = True
91196,1172.2847,EXP ,ref_att_quest2: autoDraw = True
91197,1172.2847,EXP ,ref_att_scale2: autoDraw = True
92368,1175.5327,DATA ,Keypress: 4
92549,1176.0326,DATA ,Keypress: return
92555,1176.0343,DATA ,RatingScale ref_att_scale2: (key response) rating=4
92556,1176.0343,DATA ,RatingScale ref_att_scale2: rating RT=3.757
92557,1176.0343,DATA ,"RatingScale ref_att_scale2: history=[(None, 0.0), (4, 3.256), (4, 3.757)]"
92559,1176.0496,EXP ,"New trial (rep=0, index=11): {'QSTTWO': u'I would like to associate myself with some refugees'}"
92560,1176.098,EXP ,RatingScale ref_att_scale2: reset()
92567,1176.1053,EXP ,ref_att_inst2: autoDraw = False
92568,1176.1053,EXP ,ref_att_quest2: autoDraw = False
92569,1176.1053,EXP ,ref_att_scale2: autoDraw = False
92570,1176.1053,EXP ,ref_att_quest2: text = u'I would like to associate myself with some refugees'
92571,1176.1053,EXP ,ref_att_inst2: autoDraw = True
92572,1176.1053,EXP ,ref_att_quest2: autoDraw = True
92573,1176.1053,EXP ,ref_att_scale2: autoDraw = True
93702,1179.231,DATA ,Keypress: 2
93972,1179.966,DATA ,Keypress: 3
95510,1184.2453,DATA ,Keypress: return
95516,1184.2471,DATA ,RatingScale ref_att_scale2: (key response) rating=3
95517,1184.2471,DATA ,RatingScale ref_att_scale2: rating RT=8.149
95518,1184.2471,DATA ,"RatingScale ref_att_scale2: history=[(None, 0.0), (2, 3.134), (3, 3.868), (3, 8.149)]"
95520,1184.2636,EXP ,"Imported PIQ32.csv as conditions, 4 conditions, 1 params"
95521,1184.2638,EXP ,"Created sequence: sequential, trialTypes=4, nReps=1, seed=None"
95522,1184.264,EXP ,"New trial (rep=0, index=0): {'QSTTHREE': u'1 Education (language courses/job training/university etc)\t'}"
95523,1184.3147,EXP ,RatingScale ref_int_scale1: reset()
95530,1184.3364,EXP ,ref_att_inst2: autoDraw = False
95531,1184.3364,EXP ,ref_att_quest2: autoDraw = False
95532,1184.3364,EXP ,ref_att_scale2: autoDraw = False
95533,1184.3364,EXP ,ref_int_quest1: text = u'1 Education (language courses/job training/university etc)\t'
95534,1184.3364,EXP ,ref_int_inst1: autoDraw = True
95535,1184.3364,EXP ,ref_int_quest1: autoDraw = True
95536,1184.3364,EXP ,ref_int_scale1: autoDraw = True
101213,1200.1054,DATA ,Keypress: 4
101376,1200.5546,DATA ,Keypress: return
101382,1200.5565,DATA ,RatingScale ref_int_scale1: (key response) rating=4
101383,1200.5565,DATA ,RatingScale ref_int_scale1: rating RT=16.241
101384,1200.5565,DATA ,"RatingScale ref_int_scale1: history=[(None, 0.0), (4, 15.792), (4, 16.241)]"
101386,1200.5732,EXP ,"New trial (rep=0, index=1): {'QSTTHREE': u'2 Medical Services (physical and mental health)'}"
101387,1200.622,EXP ,RatingScale ref_int_scale1: reset()
101394,1200.6298,EXP ,ref_int_inst1: autoDraw = False
101395,1200.6298,EXP ,ref_int_quest1: autoDraw = False
101396,1200.6298,EXP ,ref_int_scale1: autoDraw = False
101397,1200.6298,EXP ,ref_int_quest1: text = u'2 Medical Services (physical and mental health)'
101398,1200.6298,EXP ,ref_int_inst1: autoDraw = True
101399,1200.6298,EXP ,ref_int_quest1: autoDraw = True
101400,1200.6298,EXP ,ref_int_scale1: autoDraw = True
102271,1203.0534,DATA ,Keypress: 4
102427,1203.4719,DATA ,Keypress: return
102428,1203.4719,DATA ,RatingScale ref_int_scale1: (key response) rating=4
102429,1203.472,DATA ,RatingScale ref_int_scale1: rating RT=2.849
102430,1203.472,DATA ,"RatingScale ref_int_scale1: history=[(None, 0.0), (4, 2.432), (4, 2.849)]"
102432,1203.4868,EXP ,"New trial (rep=0, index=2): {'QSTTHREE': u'3 Housing'}"
102433,1203.5082,EXP ,RatingScale ref_int_scale1: reset()
102440,1203.5162,EXP ,ref_int_inst1: autoDraw = False
102441,1203.5162,EXP ,ref_int_quest1: autoDraw = False
102442,1203.5162,EXP ,ref_int_scale1: autoDraw = False
102443,1203.5162,EXP ,ref_int_quest1: text = u'3 Housing'
102444,1203.5162,EXP ,ref_int_inst1: autoDraw = True
102445,1203.5162,EXP ,ref_int_quest1: autoDraw = True
102446,1203.5162,EXP ,ref_int_scale1: autoDraw = True
103023,1205.119,DATA ,Keypress: 3
105058,1210.7668,DATA ,Keypress: 4
105611,1212.2993,DATA ,Keypress: 3
106080,1213.5987,DATA ,Keypress: return
106086,1213.6005,DATA ,RatingScale ref_int_scale1: (key response) rating=3
106087,1213.6005,DATA ,RatingScale ref_int_scale1: rating RT=10.092
106088,1213.6005,DATA ,"RatingScale ref_int_scale1: history=[(None, 0.0), (3, 1.611), (4, 7.26), (3, 8.792), (3, 10.092)]"
106090,1213.6159,EXP ,"New trial (rep=0, index=3): {'QSTTHREE': u'4 Social activities (eg Sports)'}"
106091,1213.6537,EXP ,RatingScale ref_int_scale1: reset()
106098,1213.6613,EXP ,ref_int_inst1: autoDraw = False
106099,1213.6613,EXP ,ref_int_quest1: autoDraw = False
106100,1213.6613,EXP ,ref_int_scale1: autoDraw = False
106101,1213.6613,EXP ,ref_int_quest1: text = u'4 Social activities (eg Sports)'
106102,1213.6613,EXP ,ref_int_inst1: autoDraw = True
106103,1213.6613,EXP ,ref_int_quest1: autoDraw = True
106104,1213.6613,EXP ,ref_int_scale1: autoDraw = True
107167,1216.614,DATA ,Keypress: 3
107294,1216.9639,DATA ,Keypress: return
107300,1216.9657,DATA ,RatingScale ref_int_scale1: (key response) rating=3
107301,1216.9657,DATA ,RatingScale ref_int_scale1: rating RT=3.312
107302,1216.9657,DATA ,"RatingScale ref_int_scale1: history=[(None, 0.0), (3, 2.961), (3, 3.311)]"
107304,1216.9821,EXP ,"Imported PIQ42.csv as conditions, 10 conditions, 1 params"
107305,1216.9823,EXP ,"Created sequence: sequential, trialTypes=10, nReps=1, seed=None"
107306,1216.9826,EXP ,"New trial (rep=0, index=0): {'QSTFOUR': u'I am willing to help in integration of a refugee'}"
107307,1217.0138,EXP ,RatingScale ref_int_scale2: reset()
107314,1217.0333,EXP ,ref_int_inst1: autoDraw = False
107315,1217.0333,EXP ,ref_int_quest1: autoDraw = False
107316,1217.0333,EXP ,ref_int_scale1: autoDraw = False
107317,1217.0333,EXP ,ref_int_quest2: text = u'I am willing to help in integration of a refugee'
107318,1217.0333,EXP ,ref_int_inst2: autoDraw = True
107319,1217.0333,EXP ,ref_int_quest2: autoDraw = True
107320,1217.0333,EXP ,ref_int_scale2: autoDraw = True
110153,1224.8937,DATA ,Keypress: 3
114864,1238.0709,DATA ,Keypress: return
114870,1238.0727,DATA ,RatingScale ref_int_scale2: (key response) rating=3
114871,1238.0728,DATA ,RatingScale ref_int_scale2: rating RT=21.058
114872,1238.0728,DATA ,"RatingScale ref_int_scale2: history=[(None, 0.0), (3, 7.88), (3, 21.058)]"
114874,1238.088,EXP ,"New trial (rep=0, index=1): {'QSTFOUR': u'I am willing to connect with a refugee'}"
114875,1238.126,EXP ,RatingScale ref_int_scale2: reset()
114882,1238.1334,EXP ,ref_int_inst2: autoDraw = False
114883,1238.1334,EXP ,ref_int_quest2: autoDraw = False
114884,1238.1334,EXP ,ref_int_scale2: autoDraw = False
114885,1238.1334,EXP ,ref_int_quest2: text = u'I am willing to connect with a refugee'
114886,1238.1334,EXP ,ref_int_inst2: autoDraw = True
114887,1238.1334,EXP ,ref_int_quest2: autoDraw = True
114888,1238.1334,EXP ,ref_int_scale2: autoDraw = True
115849,1240.803,DATA ,Keypress: 3
116774,1243.3686,DATA ,Keypress: return
116780,1243.3704,DATA ,RatingScale ref_int_scale2: (key response) rating=3
116781,1243.3704,DATA ,RatingScale ref_int_scale2: rating RT=5.244
116782,1243.3704,DATA ,"RatingScale ref_int_scale2: history=[(None, 0.0), (3, 2.678), (3, 5.244)]"
116784,1243.3856,EXP ,"New trial (rep=0, index=2): {'QSTFOUR': u'I am willing to live next door to a refugee camp'}"
116785,1243.4294,EXP ,RatingScale ref_int_scale2: reset()
116792,1243.4367,EXP ,ref_int_inst2: autoDraw = False
116793,1243.4367,EXP ,ref_int_quest2: autoDraw = False
116794,1243.4367,EXP ,ref_int_scale2: autoDraw = False
116795,1243.4367,EXP ,ref_int_quest2: text = u'I am willing to live next door to a refugee camp'
116796,1243.4367,EXP ,ref_int_inst2: autoDraw = True
116797,1243.4367,EXP ,ref_int_quest2: autoDraw = True
116798,1243.4367,EXP ,ref_int_scale2: autoDraw = True
120819,1254.5966,DATA ,Keypress: 3
121282,1255.8795,DATA ,Keypress: return
121288,1255.8813,DATA ,RatingScale ref_int_scale2: (key response) rating=3
121289,1255.8814,DATA ,RatingScale ref_int_scale2: rating RT=12.451
121290,1255.8814,DATA ,"RatingScale ref_int_scale2: history=[(None, 0.0), (3, 11.168), (3, 12.451)]"
121292,1255.8966,EXP ,"New trial (rep=0, index=3): {'QSTFOUR': u'I would be willing to rent a room to a refugee'}"
121293,1255.9386,EXP ,RatingScale ref_int_scale2: reset()
121300,1255.9464,EXP ,ref_int_inst2: autoDraw = False
121301,1255.9464,EXP ,ref_int_quest2: autoDraw = False
121302,1255.9464,EXP ,ref_int_scale2: autoDraw = False
121303,1255.9464,EXP ,ref_int_quest2: text = u'I would be willing to rent a room to a refugee'
121304,1255.9464,EXP ,ref_int_inst2: autoDraw = True
121305,1255.9464,EXP ,ref_int_quest2: autoDraw = True
121306,1255.9464,EXP ,ref_int_scale2: autoDraw = True
124109,1263.7259,DATA ,Keypress: 4
124542,1264.9254,DATA ,Keypress: return
124548,1264.927,DATA ,RatingScale ref_int_scale2: (key response) rating=4
124549,1264.9271,DATA ,RatingScale ref_int_scale2: rating RT=8.988
124550,1264.9271,DATA ,"RatingScale ref_int_scale2: history=[(None, 0.0), (4, 7.788), (4, 8.988)]"
124552,1264.9423,EXP ,"New trial (rep=0, index=4): {'QSTFOUR': u'I would allow my children to interact with a refugee child'}"
124553,1264.9896,EXP ,RatingScale ref_int_scale2: reset()
124560,1264.9968,EXP ,ref_int_inst2: autoDraw = False
124561,1264.9968,EXP ,ref_int_quest2: autoDraw = False
124562,1264.9968,EXP ,ref_int_scale2: autoDraw = False
124563,1264.9968,EXP ,ref_int_quest2: text = u'I would allow my children to interact with a refugee child'
124564,1264.9968,EXP ,ref_int_inst2: autoDraw = True
124565,1264.9968,EXP ,ref_int_quest2: autoDraw = True
124566,1264.9968,EXP ,ref_int_scale2: autoDraw = True
