,time,wat,data
126013,1269.0068,DATA ,Keypress: 4
126134,1269.3254,DATA ,Keypress: return
126140,1269.3413,DATA ,RatingScale ref_int_scale2: (key response) rating=4
126141,1269.3414,DATA ,RatingScale ref_int_scale2: rating RT=4.351
126142,1269.3414,DATA ,"RatingScale ref_int_scale2: history=[(None, 0.0), (4, 4.018), (4, 4.351)]"
126144,1269.3572,EXP ,"New trial (rep=0, index=5): {'QSTFOUR': u'I am willing to marry a refugee'}"
126145,1269.3901,EXP ,RatingScale ref_int_scale2: reset()
126152,1269.3978,EXP ,ref_int_inst2: autoDraw = False
126153,1269.3978,EXP ,ref_int_quest2: autoDraw = False
126154,1269.3978,EXP ,ref_int_scale2: autoDraw = False
126155,1269.3978,EXP ,ref_int_quest2: text = u'I am willing to marry a refugee'
126156,1269.3978,EXP ,ref_int_inst2: autoDraw = True
126157,1269.3978,EXP ,ref_int_quest2: autoDraw = True
126158,1269.3978,EXP ,ref_int_scale2: autoDraw = True
127628,1273.4726,DATA ,Keypress: 3
128038,1274.6209,DATA ,Keypress: return
128044,1274.6226,DATA ,RatingScale ref_int_scale2: (key response) rating=3
128045,1274.6226,DATA ,RatingScale ref_int_scale2: rating RT=5.232
128046,1274.6226,DATA ,"RatingScale ref_int_scale2: history=[(None, 0.0), (3, 4.082), (3, 5.232)]"
128048,1274.6378,EXP ,"New trial (rep=0, index=6): {'QSTFOUR': u'A refugee who wants to integrate will succeed'}"
128049,1274.6798,EXP ,RatingScale ref_int_scale2: reset()
128056,1274.6874,EXP ,ref_int_inst2: autoDraw = False
128057,1274.6874,EXP ,ref_int_quest2: autoDraw = False
128058,1274.6874,EXP ,ref_int_scale2: autoDraw = False
128059,1274.6874,EXP ,ref_int_quest2: text = u'A refugee who wants to integrate will succeed'
128060,1274.6874,EXP ,ref_int_inst2: autoDraw = True
128061,1274.6874,EXP ,ref_int_quest2: autoDraw = True
128062,1274.6874,EXP ,ref_int_scale2: autoDraw = True
130607,1281.7515,DATA ,Keypress: 5
130740,1282.1174,DATA ,Keypress: return
130746,1282.1191,DATA ,RatingScale ref_int_scale2: (key response) rating=5
130747,1282.1192,DATA ,RatingScale ref_int_scale2: rating RT=7.439
130748,1282.1192,DATA ,"RatingScale ref_int_scale2: history=[(None, 0.0), (5, 7.073), (5, 7.438)]"
130750,1282.135,EXP ,"New trial (rep=0, index=7): {'QSTFOUR': u'Refugees who show motivation for integration should be helped and assisted'}"
130751,1282.1931,EXP ,RatingScale ref_int_scale2: reset()
130758,1282.2011,EXP ,ref_int_inst2: autoDraw = False
130759,1282.2011,EXP ,ref_int_quest2: autoDraw = False
130760,1282.2011,EXP ,ref_int_scale2: autoDraw = False
130761,1282.2011,EXP ,ref_int_quest2: text = u'Refugees who show motivation for integration should be helped and assisted'
130762,1282.2011,EXP ,ref_int_inst2: autoDraw = True
130763,1282.2011,EXP ,ref_int_quest2: autoDraw = True
130764,1282.2011,EXP ,ref_int_scale2: autoDraw = True
131851,1285.216,DATA ,Keypress: 5
131966,1285.5327,DATA ,Keypress: return
131972,1285.5344,DATA ,RatingScale ref_int_scale2: (key response) rating=5
131973,1285.5345,DATA ,RatingScale ref_int_scale2: rating RT=3.341
131974,1285.5345,DATA ,"RatingScale ref_int_scale2: history=[(None, 0.0), (5, 3.024), (5, 3.341)]"
131976,1285.5498,EXP ,"New trial (rep=0, index=8): {'QSTFOUR': u'Refugees are also victims'}"
131977,1285.5787,EXP ,RatingScale ref_int_scale2: reset()
131984,1285.5862,EXP ,ref_int_inst2: autoDraw = False
131985,1285.5862,EXP ,ref_int_quest2: autoDraw = False
131986,1285.5862,EXP ,ref_int_scale2: autoDraw = False
131987,1285.5862,EXP ,ref_int_quest2: text = u'Refugees are also victims'
131988,1285.5862,EXP ,ref_int_inst2: autoDraw = True
131989,1285.5862,EXP ,ref_int_quest2: autoDraw = True
131990,1285.5862,EXP ,ref_int_scale2: autoDraw = True
132789,1287.7984,DATA ,Keypress: 5
132928,1288.1815,DATA ,Keypress: return
132934,1288.1834,DATA ,RatingScale ref_int_scale2: (key response) rating=5
132935,1288.1834,DATA ,RatingScale ref_int_scale2: rating RT=2.604
132936,1288.1835,DATA ,"RatingScale ref_int_scale2: history=[(None, 0.0), (5, 2.221), (5, 2.604)]"
132938,1288.1983,EXP ,"New trial (rep=0, index=9): {'QSTFOUR': u'Refugees should be closely supervised'}"
132939,1288.2351,EXP ,RatingScale ref_int_scale2: reset()
132946,1288.2428,EXP ,ref_int_inst2: autoDraw = False
132947,1288.2428,EXP ,ref_int_quest2: autoDraw = False
132948,1288.2428,EXP ,ref_int_scale2: autoDraw = False
132949,1288.2428,EXP ,ref_int_quest2: text = u'Refugees should be closely supervised'
132950,1288.2428,EXP ,ref_int_inst2: autoDraw = True
132951,1288.2428,EXP ,ref_int_quest2: autoDraw = True
132952,1288.2428,EXP ,ref_int_scale2: autoDraw = True
134015,1291.1968,DATA ,Keypress: 3
134088,1291.8833,DATA ,Keypress: return
134094,1291.8872,DATA ,RatingScale ref_int_scale2: (key response) rating=3
134095,1291.8873,DATA ,RatingScale ref_int_scale2: rating RT=3.652
134096,1291.8873,DATA ,"RatingScale ref_int_scale2: history=[(None, 0.0), (3, 2.962), (3, 3.652)]"
134099,1292.4974,EXP ,ref_int_inst2: autoDraw = False
134100,1292.4974,EXP ,ref_int_quest2: autoDraw = False
134101,1292.4974,EXP ,ref_int_scale2: autoDraw = False
134102,1292.4974,EXP ,trust_rat_inst: autoDraw = True
135552,1316.6191,DATA ,Keypress: space
135554,1316.7726,EXP ,trust_rat_inst: autoDraw = False
135555,1316.7726,EXP ,av_mov: movie = u'C:\\Users\\default.DMXIA_SIMO83\\Desktop\\Booth\\experiment\\I_b1w2\\videos\\w2.mp4'
135556,1316.7726,EXP ,av_mov: autoLog = True
135557,1316.7726,EXP ,av_mov: autoDraw = True
135566,1617.1904,EXP ,Set av_mov finished
135567,1617.1911,EXP ,"New trial (rep=0, index=1): {'avatar': u'C:\\Users\\default.DMXIA_SIMO83\\Desktop\\Booth\\experiment\\I_b1w2\\videos\\b1.mp4', 'priming': u'C:\\Users\\default.DMXIA_SIMO83\\Desktop\\Booth\\experiment\\I_b1w2\\videos\\p1.mp4'}"
135569,1617.2115,EXP ,av_mov: autoDraw = False
135570,1617.2115,EXP ,ton_data_inst: autoDraw = True
135580,1617.366,EXP ,Set av_mov finished
142774,1737.2103,EXP ,ton_data_inst: autoDraw = False
142775,1745.9569,DATA ,Keypress: space
142777,1745.973,EXP ,ton_data_inst: autoDraw = False
142778,1745.973,EXP ,prim_inst: autoDraw = True
143131,1751.8374,DATA ,Keypress: space
143133,1751.9036,EXP ,prim_inst: autoDraw = False
143134,1751.9036,EXP ,prim_mov: movie = u'C:\\Users\\default.DMXIA_SIMO83\\Desktop\\Booth\\experiment\\I_b1w2\\videos\\p1.mp4'
143135,1751.9036,EXP ,prim_mov: autoLog = True
143136,1751.9036,EXP ,prim_mov: autoDraw = True
143138,2119.7666,EXP ,Set prim_mov finished
143140,2119.7864,EXP ,prim_mov: autoDraw = False
143141,2119.7864,EXP ,av_inst: autoDraw = True
143147,2119.8702,EXP ,Set prim_mov finished
143933,2132.9476,DATA ,Keypress: space
143935,2133.0884,EXP ,av_inst: autoDraw = False
143936,2133.0884,EXP ,av_mov: movie = u'C:\\Users\\default.DMXIA_SIMO83\\Desktop\\Booth\\experiment\\I_b1w2\\videos\\b1.mp4'
143937,2133.0884,EXP ,av_mov: autoLog = True
143938,2133.0884,EXP ,av_mov: autoDraw = True
143945,2433.3616,EXP ,Set av_mov finished
143947,2433.3772,EXP ,av_mov: autoDraw = False
143948,2433.3772,EXP ,dec_inst: autoDraw = True
143952,2433.4278,EXP ,Set av_mov finished
144067,2435.3269,DATA ,Keypress: y
144069,2435.3433,EXP ,dec_inst: autoDraw = False
144070,2435.3433,EXP ,pers_quest_inst: autoDraw = True
144654,2445.0557,DATA ,Keypress: space
144655,2445.0578,EXP ,"Imported PIQ12.csv as conditions, 17 conditions, 1 params"
144656,2445.0581,EXP ,"Created sequence: sequential, trialTypes=17, nReps=1, seed=None"
144657,2445.0584,EXP ,"New trial (rep=0, index=0): {'questionone': u'Refugees are different from most people'}"
144658,2445.0963,EXP ,RatingScale ref_att_scale1: reset()
144665,2445.1042,EXP ,pers_quest_inst: autoDraw = False
144666,2445.1042,EXP ,ref_att_quest1: text = u'Refugees are different from most people'
144667,2445.1042,EXP ,ref_att_inst1: autoDraw = True
144668,2445.1042,EXP ,ref_att_quest1: autoDraw = True
144669,2445.1042,EXP ,ref_att_scale1: autoDraw = True
146698,2450.7866,DATA ,Keypress: 2
147263,2452.3525,DATA ,Keypress: return
147269,2452.3545,DATA ,RatingScale ref_att_scale1: (key response) rating=2
147270,2452.3545,DATA ,RatingScale ref_att_scale1: rating RT=7.258
147271,2452.3545,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (2, 5.691), (2, 7.257)]"
147273,2452.3698,EXP ,"New trial (rep=0, index=1): {'questionone': u'Only a few refugees are really dangerous'}"
147274,2452.408,EXP ,RatingScale ref_att_scale1: reset()
147281,2452.4165,EXP ,ref_att_inst1: autoDraw = False
147282,2452.4165,EXP ,ref_att_quest1: autoDraw = False
147283,2452.4165,EXP ,ref_att_scale1: autoDraw = False
147284,2452.4165,EXP ,ref_att_quest1: text = u'Only a few refugees are really dangerous'
147285,2452.4165,EXP ,ref_att_inst1: autoDraw = True
147286,2452.4165,EXP ,ref_att_quest1: autoDraw = True
147287,2452.4165,EXP ,ref_att_scale1: autoDraw = True
148380,2455.4511,DATA ,Keypress: 5
148543,2455.9009,DATA ,Keypress: return
148549,2455.9026,DATA ,RatingScale ref_att_scale1: (key response) rating=5
148550,2455.9026,DATA ,RatingScale ref_att_scale1: rating RT=3.494
148551,2455.9027,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (5, 3.044), (5, 3.494)]"
148553,2455.9193,EXP ,"New trial (rep=0, index=2): {'questionone': u'Refugees will never change'}"
148554,2455.9513,EXP ,RatingScale ref_att_scale1: reset()
148561,2455.9589,EXP ,ref_att_inst1: autoDraw = False
148562,2455.9589,EXP ,ref_att_quest1: autoDraw = False
148563,2455.9589,EXP ,ref_att_scale1: autoDraw = False
148564,2455.9589,EXP ,ref_att_quest1: text = u'Refugees will never change'
148565,2455.9589,EXP ,ref_att_inst1: autoDraw = True
148566,2455.9589,EXP ,ref_att_quest1: autoDraw = True
148567,2455.9589,EXP ,ref_att_scale1: autoDraw = True
150326,2460.8487,DATA ,Keypress: 2
150639,2461.7151,DATA ,Keypress: return
150645,2461.717,DATA ,RatingScale ref_att_scale1: (key response) rating=2
150646,2461.717,DATA ,RatingScale ref_att_scale1: rating RT=5.765
150647,2461.7171,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (2, 4.898), (2, 5.765)]"
150649,2461.7321,EXP ,"New trial (rep=0, index=3): {'questionone': u'Most refugees are victims of circumstances and deserve to be helped'}"
150650,2461.7936,EXP ,RatingScale ref_att_scale1: reset()
150657,2461.801,EXP ,ref_att_inst1: autoDraw = False
150658,2461.801,EXP ,ref_att_quest1: autoDraw = False
150659,2461.801,EXP ,ref_att_scale1: autoDraw = False
150660,2461.801,EXP ,ref_att_quest1: text = u'Most refugees are victims of circumstances and deserve to be helped'
150661,2461.801,EXP ,ref_att_inst1: autoDraw = True
150662,2461.801,EXP ,ref_att_quest1: autoDraw = True
150663,2461.801,EXP ,ref_att_scale1: autoDraw = True
151684,2464.6304,DATA ,Keypress: 5
151787,2464.9135,DATA ,Keypress: return
151793,2464.9155,DATA ,RatingScale ref_att_scale1: (key response) rating=5
151794,2464.9155,DATA ,RatingScale ref_att_scale1: rating RT=3.121
151795,2464.9156,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (5, 2.838), (5, 3.121)]"
151797,2464.9306,EXP ,"New trial (rep=0, index=4): {'questionone': u'It is not wise to trust a refugee too far'}"
151798,2464.9667,EXP ,RatingScale ref_att_scale1: reset()
151805,2464.9742,EXP ,ref_att_inst1: autoDraw = False
151806,2464.9742,EXP ,ref_att_quest1: autoDraw = False
151807,2464.9742,EXP ,ref_att_scale1: autoDraw = False
151808,2464.9742,EXP ,ref_att_quest1: text = u'It is not wise to trust a refugee too far'
151809,2464.9742,EXP ,ref_att_inst1: autoDraw = True
151810,2464.9742,EXP ,ref_att_quest1: autoDraw = True
151811,2464.9742,EXP ,ref_att_scale1: autoDraw = True
153677,2470.1457,DATA ,Keypress: 2
153955,2470.9273,DATA ,Keypress: return
153961,2470.9292,DATA ,RatingScale ref_att_scale1: (key response) rating=2
153962,2470.9292,DATA ,RatingScale ref_att_scale1: rating RT=5.962
153963,2470.9292,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (2, 5.179), (2, 5.962)]"
153965,2470.9446,EXP ,"New trial (rep=0, index=5): {'questionone': u'I think I will like many refugees'}"
153966,2470.979,EXP ,RatingScale ref_att_scale1: reset()
153973,2470.9863,EXP ,ref_att_inst1: autoDraw = False
153974,2470.9863,EXP ,ref_att_quest1: autoDraw = False
153975,2470.9863,EXP ,ref_att_scale1: autoDraw = False
153976,2470.9863,EXP ,ref_att_quest1: text = u'I think I will like many refugees'
153977,2470.9863,EXP ,ref_att_inst1: autoDraw = True
153978,2470.9863,EXP ,ref_att_quest1: autoDraw = True
153979,2470.9863,EXP ,ref_att_scale1: autoDraw = True
156374,2477.6412,DATA ,Keypress: 3
156525,2478.0578,DATA ,Keypress: return
156531,2478.0606,DATA ,RatingScale ref_att_scale1: (key response) rating=3
156532,2478.0607,DATA ,RatingScale ref_att_scale1: rating RT=7.081
156533,2478.0607,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (3, 6.663), (3, 7.081)]"
156535,2478.0746,EXP ,"New trial (rep=0, index=6): {'questionone': u'Challenging living conditions and traumatic events in their countries just made the refugees bitter'}"
156536,2478.1494,EXP ,RatingScale ref_att_scale1: reset()
156543,2478.1569,EXP ,ref_att_inst1: autoDraw = False
156544,2478.1569,EXP ,ref_att_quest1: autoDraw = False
156545,2478.1569,EXP ,ref_att_scale1: autoDraw = False
156546,2478.1569,EXP ,ref_att_quest1: text = u'Challenging living conditions and traumatic events in their countries just made the refugees bitter'
156547,2478.1569,EXP ,ref_att_inst1: autoDraw = True
156548,2478.1569,EXP ,ref_att_quest1: autoDraw = True
156549,2478.1569,EXP ,ref_att_scale1: autoDraw = True
159406,2486.1373,DATA ,Keypress: 4
159527,2486.4706,DATA ,Keypress: return
159533,2486.4724,DATA ,RatingScale ref_att_scale1: (key response) rating=4
159534,2486.4725,DATA ,RatingScale ref_att_scale1: rating RT=8.323
159535,2486.4725,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (4, 7.989), (4, 8.323)]"
159537,2486.4876,EXP ,"New trial (rep=0, index=7): {'questionone': u'Give a refugee an inch and they will take a mile'}"
159538,2486.5327,EXP ,RatingScale ref_att_scale1: reset()
159545,2486.5403,EXP ,ref_att_inst1: autoDraw = False
159546,2486.5403,EXP ,ref_att_quest1: autoDraw = False
159547,2486.5403,EXP ,ref_att_scale1: autoDraw = False
159548,2486.5403,EXP ,ref_att_quest1: text = u'Give a refugee an inch and they will take a mile'
159549,2486.5403,EXP ,ref_att_inst1: autoDraw = True
159550,2486.5403,EXP ,ref_att_quest1: autoDraw = True
159551,2486.5403,EXP ,ref_att_scale1: autoDraw = True
160722,2489.8021,DATA ,Keypress: 2
160873,2490.2354,DATA ,Keypress: return
160879,2490.2372,DATA ,RatingScale ref_att_scale1: (key response) rating=2
160880,2490.2372,DATA ,RatingScale ref_att_scale1: rating RT=3.704
160881,2490.2372,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (2, 3.271), (2, 3.704)]"
160883,2490.2523,EXP ,"New trial (rep=0, index=8): {'questionone': u'Refugees need affection and praise just like anybody else'}"
160884,2490.301,EXP ,RatingScale ref_att_scale1: reset()
160891,2490.3086,EXP ,ref_att_inst1: autoDraw = False
160892,2490.3086,EXP ,ref_att_quest1: autoDraw = False
160893,2490.3086,EXP ,ref_att_scale1: autoDraw = False
160894,2490.3086,EXP ,ref_att_quest1: text = u'Refugees need affection and praise just like anybody else'
160895,2490.3086,EXP ,ref_att_inst1: autoDraw = True
160896,2490.3086,EXP ,ref_att_quest1: autoDraw = True
160897,2490.3086,EXP ,ref_att_scale1: autoDraw = True
161803,2492.9375,DATA ,Keypress: 5
161936,2493.3026,DATA ,Keypress: return
161937,2493.3027,DATA ,RatingScale ref_att_scale1: (key response) rating=5
161938,2493.3028,DATA ,RatingScale ref_att_scale1: rating RT=3.001
161939,2493.3028,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (5, 2.636), (5, 3.001)]"
161941,2493.3177,EXP ,"New trial (rep=0, index=9): {'questionone': u'You should not expect too much from a refugee'}"
161942,2493.3581,EXP ,RatingScale ref_att_scale1: reset()
161949,2493.3666,EXP ,ref_att_inst1: autoDraw = False
161950,2493.3666,EXP ,ref_att_quest1: autoDraw = False
161951,2493.3666,EXP ,ref_att_scale1: autoDraw = False
161952,2493.3666,EXP ,ref_att_quest1: text = u'You should not expect too much from a refugee'
161953,2493.3666,EXP ,ref_att_inst1: autoDraw = True
161954,2493.3666,EXP ,ref_att_quest1: autoDraw = True
161955,2493.3666,EXP ,ref_att_scale1: autoDraw = True
163630,2498.015,DATA ,Keypress: 2
163757,2498.3649,DATA ,Keypress: return
163763,2498.3667,DATA ,RatingScale ref_att_scale1: (key response) rating=2
163764,2498.3667,DATA ,RatingScale ref_att_scale1: rating RT=5.008
163765,2498.3667,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (2, 4.658), (2, 5.008)]"
163767,2498.3819,EXP ,"New trial (rep=0, index=10): {'questionone': u'Trying to integrate refugees is a waste of time and money'}"
163768,2498.4256,EXP ,RatingScale ref_att_scale1: reset()
163775,2498.4324,EXP ,ref_att_inst1: autoDraw = False
163776,2498.4324,EXP ,ref_att_quest1: autoDraw = False
163777,2498.4324,EXP ,ref_att_scale1: autoDraw = False
163778,2498.4324,EXP ,ref_att_quest1: text = u'Trying to integrate refugees is a waste of time and money'
163779,2498.4324,EXP ,ref_att_inst1: autoDraw = True
163780,2498.4324,EXP ,ref_att_quest1: autoDraw = True
163781,2498.4324,EXP ,ref_att_scale1: autoDraw = True
164676,2500.9147,DATA ,Keypress: 2
164935,2501.6302,DATA ,Keypress: return
164941,2501.632,DATA ,RatingScale ref_att_scale1: (key response) rating=2
164942,2501.632,DATA ,RatingScale ref_att_scale1: rating RT=3.206
164943,2501.632,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (2, 2.491), (2, 3.206)]"
164945,2501.6471,EXP ,"New trial (rep=0, index=11): {'questionone': u'You never know when a refugee is telling the truth'}"
164946,2501.6905,EXP ,RatingScale ref_att_scale1: reset()
164953,2501.6975,EXP ,ref_att_inst1: autoDraw = False
164954,2501.6975,EXP ,ref_att_quest1: autoDraw = False
164955,2501.6975,EXP ,ref_att_scale1: autoDraw = False
164956,2501.6975,EXP ,ref_att_quest1: text = u'You never know when a refugee is telling the truth'
164957,2501.6975,EXP ,ref_att_inst1: autoDraw = True
164958,2501.6975,EXP ,ref_att_quest1: autoDraw = True
164959,2501.6975,EXP ,ref_att_scale1: autoDraw = True
166298,2505.3969,DATA ,Keypress: 2
166425,2505.7615,DATA ,Keypress: return
166431,2505.7634,DATA ,RatingScale ref_att_scale1: (key response) rating=2
166432,2505.7635,DATA ,RatingScale ref_att_scale1: rating RT=4.072
166433,2505.7635,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (2, 3.722), (2, 4.072)]"
166435,2505.7786,EXP ,"New trial (rep=0, index=12): {'questionone': u'Refugees are no better or worse than other people'}"
166436,2505.8207,EXP ,RatingScale ref_att_scale1: reset()
166443,2505.8283,EXP ,ref_att_inst1: autoDraw = False
166444,2505.8283,EXP ,ref_att_quest1: autoDraw = False
166445,2505.8283,EXP ,ref_att_scale1: autoDraw = False
166446,2505.8283,EXP ,ref_att_quest1: text = u'Refugees are no better or worse than other people'
166447,2505.8283,EXP ,ref_att_inst1: autoDraw = True
166448,2505.8283,EXP ,ref_att_quest1: autoDraw = True
166449,2505.8283,EXP ,ref_att_scale1: autoDraw = True
168111,2510.4272,DATA ,Keypress: 4
169445,2514.1409,DATA ,Keypress: return
169451,2514.1427,DATA ,RatingScale ref_att_scale1: (key response) rating=4
169452,2514.1428,DATA ,RatingScale ref_att_scale1: rating RT=8.321
169453,2514.1428,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (4, 4.606), (4, 8.321)]"
169455,2514.158,EXP ,"New trial (rep=0, index=13): {'questionone': u'You have to be constantly on your guard with refugees'}"
169456,2514.208,EXP ,RatingScale ref_att_scale1: reset()
169463,2514.2166,EXP ,ref_att_inst1: autoDraw = False
169464,2514.2166,EXP ,ref_att_quest1: autoDraw = False
169465,2514.2166,EXP ,ref_att_scale1: autoDraw = False
169466,2514.2166,EXP ,ref_att_quest1: text = u'You have to be constantly on your guard with refugees'
169467,2514.2166,EXP ,ref_att_inst1: autoDraw = True
169468,2514.2166,EXP ,ref_att_quest1: autoDraw = True
169469,2514.2166,EXP ,ref_att_scale1: autoDraw = True
171384,2519.5389,DATA ,Keypress: 2
171517,2519.9059,DATA ,Keypress: return
171523,2519.9085,DATA ,RatingScale ref_att_scale1: (key response) rating=2
171524,2519.9086,DATA ,RatingScale ref_att_scale1: rating RT=5.699
171525,2519.9086,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (2, 5.331), (2, 5.699)]"
171527,2519.9223,EXP ,"New trial (rep=0, index=14): {'questionone': u'In general refugees think and act alike'}"
171528,2519.9588,EXP ,RatingScale ref_att_scale1: reset()
171535,2519.9667,EXP ,ref_att_inst1: autoDraw = False
171536,2519.9667,EXP ,ref_att_quest1: autoDraw = False
171537,2519.9667,EXP ,ref_att_scale1: autoDraw = False
171538,2519.9667,EXP ,ref_att_quest1: text = u'In general refugees think and act alike'
171539,2519.9667,EXP ,ref_att_inst1: autoDraw = True
171540,2519.9667,EXP ,ref_att_quest1: autoDraw = True
171541,2519.9667,EXP ,ref_att_scale1: autoDraw = True
173354,2525.0028,DATA ,Keypress: 4
173517,2525.4527,DATA ,Keypress: return
173523,2525.4545,DATA ,RatingScale ref_att_scale1: (key response) rating=4
173524,2525.4545,DATA ,RatingScale ref_att_scale1: rating RT=5.495
173525,2525.4545,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (4, 5.045), (4, 5.495)]"
173527,2525.4699,EXP ,"New trial (rep=0, index=15): {'questionone': u'If you give a refugee your respect they will give you the same'}"
173528,2525.5244,EXP ,RatingScale ref_att_scale1: reset()
173535,2525.5318,EXP ,ref_att_inst1: autoDraw = False
173536,2525.5318,EXP ,ref_att_quest1: autoDraw = False
173537,2525.5318,EXP ,ref_att_scale1: autoDraw = False
173538,2525.5318,EXP ,ref_att_quest1: text = u'If you give a refugee your respect they will give you the same'
173539,2525.5318,EXP ,ref_att_inst1: autoDraw = True
173540,2525.5318,EXP ,ref_att_quest1: autoDraw = True
173541,2525.5318,EXP ,ref_att_scale1: autoDraw = True
175258,2530.3003,DATA ,Keypress: 4
175414,2530.7185,DATA ,Keypress: return
175415,2530.7186,DATA ,RatingScale ref_att_scale1: (key response) rating=4
175416,2530.7186,DATA ,RatingScale ref_att_scale1: rating RT=5.194
175417,2530.7186,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (4, 4.777), (4, 5.194)]"
175419,2530.7349,EXP ,"New trial (rep=0, index=16): {'questionone': u'Refugees have feelings like the rest of us'}"
175420,2530.775,EXP ,RatingScale ref_att_scale1: reset()
175427,2530.7825,EXP ,ref_att_inst1: autoDraw = False
175428,2530.7825,EXP ,ref_att_quest1: autoDraw = False
175429,2530.7825,EXP ,ref_att_scale1: autoDraw = False
175430,2530.7825,EXP ,ref_att_quest1: text = u'Refugees have feelings like the rest of us'
175431,2530.7825,EXP ,ref_att_inst1: autoDraw = True
175432,2530.7825,EXP ,ref_att_quest1: autoDraw = True
175433,2530.7825,EXP ,ref_att_scale1: autoDraw = True
176562,2533.9155,DATA ,Keypress: 5
176653,2534.1656,DATA ,Keypress: return
176659,2534.1675,DATA ,RatingScale ref_att_scale1: (key response) rating=5
176660,2534.1675,DATA ,RatingScale ref_att_scale1: rating RT=3.392
176661,2534.1675,DATA ,"RatingScale ref_att_scale1: history=[(None, 0.0), (5, 3.141), (5, 3.392)]"
176663,2534.1841,EXP ,"Imported PIQ22.csv as conditions, 12 conditions, 1 params"
176664,2534.1843,EXP ,"Created sequence: sequential, trialTypes=12, nReps=1, seed=None"
176665,2534.1846,EXP ,"New trial (rep=0, index=0): {'QSTTWO': u'Refugees only think about themselves'}"
176666,2534.2213,EXP ,RatingScale ref_att_scale2: reset()
176673,2534.2304,EXP ,ref_att_inst1: autoDraw = False
176674,2534.2304,EXP ,ref_att_quest1: autoDraw = False
176675,2534.2304,EXP ,ref_att_scale1: autoDraw = False
176676,2534.2304,EXP ,ref_att_quest2: text = u'Refugees only think about themselves'
176677,2534.2304,EXP ,ref_att_inst2: autoDraw = True
176678,2534.2304,EXP ,ref_att_quest2: autoDraw = True
176679,2534.2304,EXP ,ref_att_scale2: autoDraw = True
177802,2537.3474,DATA ,Keypress: 2
177935,2537.7138,DATA ,Keypress: return
177941,2537.7156,DATA ,RatingScale ref_att_scale2: (key response) rating=2
177942,2537.7156,DATA ,RatingScale ref_att_scale2: rating RT=3.494
177943,2537.7157,DATA ,"RatingScale ref_att_scale2: history=[(None, 0.0), (2, 3.127), (2, 3.494)]"
177945,2537.7309,EXP ,"New trial (rep=0, index=1): {'QSTTWO': u'Most refugees are too lazy to earn an honest living'}"
